files,size,comp_size,line_count,line_length,part,file_type_a,file_type_tech,flag_one,flag_two,note,study_num,permission,legacy_id,timestamp,original_study_id
"7101.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1459,"-rwxrwxr--",4001,"2007-10-25 09:49:43",1458
"7301.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1460,"-rwxrwxr--",4002,"2007-10-25 09:55:21",1459
"7401.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1461,"-rwxrwxr--",4003,"2007-10-25 09:59:33",1460
"7501.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1462,"-rwxrwxr--",4004,"2007-10-25 09:59:42",1461
"7702.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1463,"-rwxrwxr--",4005,"2007-10-25 09:59:50",1462
"7801.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1464,"-rwxrwxr--",4006,"2007-10-25 09:59:58",1463
"7901.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1465,"-rwxrwxr--",4007,"2007-10-25 10:00:09",1464
"8101.appnd.gz",NULL,NULL,NULL,NULL,NULL,"Appendix","Text",NULL,NULL,NULL,1466,"-rwxrwxr--",4008,"2007-10-25 10:02:40",1465
"8101.cdbk.gz",NULL,NULL,NULL,NULL,NULL,"Codebook","Text",NULL,NULL,NULL,1466,"-rwxrwxr--",4009,"2007-10-25 10:02:40",1465
"8101.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1466,"-rwxrwxr--",4010,"2007-10-25 10:02:40",1465
"8101.intro.gz",NULL,NULL,NULL,NULL,NULL,"Introduction","Text",NULL,NULL,NULL,1466,"-rwxrwxr--",4011,"2007-10-25 10:02:40",1465
"8101.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1466,"-rwxrwxr--",4012,"2007-10-25 10:02:44",1465
"f61801.doc.gz",NULL,NULL,NULL,NULL,"Record 961801 -  1992 Elections Polling Stations","Codebook","Word",NULL,NULL,NULL,1487,"-rwxrwxr--",4120,"2007-11-29 10:46:00",1486
"f618p.data.gz",NULL,NULL,NULL,NULL,"Record 961801 -  1992 Elections Polling Stations","Data","Text",NULL,NULL,NULL,1487,"-rwxrwxr--",4121,"2007-11-29 10:46:01",1486
"studies.desc.gz",NULL,NULL,NULL,NULL,NULL,"Study descriptions","Text",NULL,NULL,NULL,1487,"-rwxrwxr--",4122,"2007-11-29 10:46:52",1486
"APPB.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8255,"2006-04-02 16:23:10",3266
"rg029.dc70.cogrpr.gz",NULL,NULL,NULL,NULL,"State","Data","Text",NULL,NULL,NULL,1498,"-rwxrwxr--",4136,"2007-11-08 11:05:18",1497
"rg029.dc70.nchapr.gz",NULL,NULL,NULL,NULL,"Municipio","Data","Text",NULL,NULL,NULL,1498,"-rwxrwxr--",4137,"2007-11-08 11:05:19",1497
"rg029.dc70.statpr.gz",NULL,NULL,NULL,NULL,"Neighborhood Characteristics","Data","Text",NULL,NULL,NULL,1498,"-rwxrwxr--",4138,"2007-11-08 11:05:19",1497
"rg453.cp70.c15prh.gz",NULL,NULL,NULL,NULL,"Puerto Rican Household File","Data","Text",NULL,NULL,NULL,1499,"-rwxrwxr--",4139,"2007-11-15 10:52:11",1498
"rg453.cp70.c15prp.gz",NULL,NULL,NULL,NULL,"Puerto Rican Population File","Data","Text",NULL,NULL,NULL,1499,"-rwxrwxr--",4140,"2007-11-15 10:52:11",1498
"rg453.cp70.c15ssh.gz",NULL,NULL,NULL,NULL,"Southwestern Spanish Household File","Data","Text",NULL,NULL,NULL,1499,"-rwxrwxr--",4141,"2007-11-15 10:52:11",1498
"rg453.cp70.c15ssp.gz",NULL,NULL,NULL,NULL,"Southwestern Spanish Population File","Data","Text",NULL,NULL,NULL,1499,"-rwxrwxr--",4142,"2007-11-15 10:52:18",1498
"README_COMMA.PDF",NULL,NULL,NULL,NULL,NULL,"Readme",NULL,NULL,NULL,NULL,NULL,NULL,8412,"2006-08-29 14:29:39",2941
"DOCUMENTATION",NULL,NULL,NULL,NULL,NULL,"Codebook",NULL,NULL,NULL,NULL,NULL,NULL,8411,"2006-08-29 14:29:29",2941
"disch87.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1503,"-rwxrwxr--",4148,"2007-11-15 09:34:00",1502
"dschrg90.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1504,"-rwxrwxr--",4150,"2007-11-15 09:34:06",1503
"2005",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,3061,NULL,8640,"2008-06-25 13:23:55",3551
"cps0304.y1986.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1506,"-rwxrwxr--",4153,"2007-11-29 10:18:30",1505
"cps0304.y1988.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1507,"-rwxrwxr--",4154,"2007-11-29 10:18:56",1506
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1508,NULL,4155,"2004-06-11 14:52:02",1507
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Use ICPSR or Docs versions",1509,NULL,4156,"2004-06-11 14:52:02",1508
"calhosp.disch91.gz",NULL,NULL,NULL,"155",NULL,"Data","Text",NULL,NULL,NULL,1515,"-rwxrwxr--",4162,"2007-11-15 09:29:15",1514
"disch88.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1516,"-rwxrwxr--",4163,"2007-11-15 09:29:08",1515
"dschrg89.gz",NULL,NULL,NULL,NULL,"Part 1","Data",NULL,NULL,NULL,NULL,1517,"-rwxrwxr--",4165,"2004-06-11 14:52:02",1516
"WWS003.DAT",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1519,NULL,4168,"2007-11-08 09:29:50",1518
"rg197.db2c.y83.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1565,"-rwxrwxr--",4214,"2007-12-13 09:58:35",1564
".",NULL,NULL,NULL,NULL,NULL,"Data","SPSS/word",NULL,NULL,NULL,5028,NULL,8306,"2008-06-25 13:24:05",3032
"rg467.db2c.y86.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1566,"-rwxrwxr--",4216,"2007-12-13 09:58:50",1565
"method.DOC",NULL,NULL,NULL,NULL,NULL,"Codebook","Word",NULL,NULL,NULL,5028,NULL,8304,"2008-06-25 13:24:05",3032
".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,NULL,8303,"2008-06-25 13:23:57",1370
"rg467.db2c.y92.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1567,"-rwxrwxr--",4219,"2007-12-13 09:58:57",1566
"SCRIPT.DOC",NULL,NULL,NULL,NULL,NULL,"Codebook","Word",NULL,NULL,NULL,5028,NULL,8305,"2008-06-25 13:24:05",3032
"rg467.db2c.y91.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1568,"-rwxrwxr--",4221,"2007-12-13 09:59:02",1567
"rg467.db2c.y91.gz",NULL,NULL,NULL,NULL,"Part 2","Data","Text",NULL,NULL,NULL,1568,"-rwxrwxr--",4222,"2007-12-13 09:59:02",1567
"fam2021.dic.gz",NULL,NULL,NULL,NULL,NULL,"Dictionary","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4224,"2007-12-13 09:02:19",1569
"fam2021.frq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4225,"2007-12-13 09:06:59",1569
"fam2021.raw.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4226,"2007-12-13 09:07:00",1569
"fam2021.sas.gz",NULL,NULL,NULL,NULL,NULL,"SAS Program","SAS",NULL,NULL,NULL,1570,"-rwxrwxr--",4227,"2007-12-13 09:07:03",1569
"fam2021.spx.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1570,"-rwxrwxr--",4228,"2007-12-13 09:07:06",1569
"fi1314w.dat.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4229,"2007-12-13 09:07:08",1569
"fi1314w.dic.gz",NULL,NULL,NULL,NULL,NULL,"Dictionary","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4230,"2007-12-13 09:07:09",1569
"fi1314w.frq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1570,"-rwxrwxr--",4231,"2007-12-13 09:07:12",1569
"fi1314w.sas.gz",NULL,NULL,NULL,NULL,NULL,"SAS Program","SAS",NULL,NULL,NULL,1570,"-rwxrwxr--",4232,"2007-12-13 09:07:14",1569
"fi1314w.spx.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1570,"-rwxrwxr--",4233,"2007-12-13 09:07:16",1569
"fi1718w.dat.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1571,"-rwxrwxr--",4234,"2007-12-13 10:14:58",1570
"fi1718w.dic.gz",NULL,NULL,NULL,NULL,NULL,"Dictionary","Text",NULL,NULL,NULL,1571,"-rwxrwxr--",4235,"2007-12-13 10:15:00",1570
"fi1718w.frq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1571,"-rwxrwxr--",4236,"2007-12-13 10:15:01",1570
"fi1718w.sas.gz",NULL,NULL,NULL,NULL,NULL,"SAS Program","SAS",NULL,NULL,NULL,1571,"-rwxrwxr--",4237,"2007-12-13 10:15:03",1570
"fi1718w.spx.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1571,"-rwxrwxr--",4238,"2007-12-13 10:15:06",1570
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5070,NULL,8150,"2008-06-25 13:24:06",3253
"feb94pub.datxxxxx.gz",NULL,NULL,NULL,NULL,NULL,"Data","Ascii",NULL,NULL,NULL,1574,"-rwxrwxr--",4241,"2004-06-11 14:52:02",1573
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5070,NULL,8149,"2008-06-25 13:24:06",3253
"Community",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,8453,"2006-11-16 11:19:31",3502
"Documentation",NULL,NULL,NULL,NULL,NULL,"Codebook",NULL,NULL,NULL,NULL,NULL,NULL,8454,"2006-11-16 11:20:05",3502
"HouseIndiv",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,8455,"2006-11-16 11:20:29",3502
"Agreement.doc",NULL,NULL,NULL,NULL,NULL,"Instructions",NULL,NULL,NULL,NULL,NULL,NULL,8456,"2006-11-16 11:21:08",3502
"d0548.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1588,"-rwxrwxr--",4257,"2007-12-13 09:18:00",1587
"d0548.freq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1588,"-rwxrwxr--",4258,"2007-12-13 09:18:01",1587
"d0548.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1588,"-rwxrwxr--",4259,"2007-12-13 09:18:02",1587
"c86hsf.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1589,"-rwxrwxr--",4260,"2007-11-15 10:44:37",1588
"c86hsf.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1589,"-rwxrwxr--",4261,"2007-11-15 10:44:40",1588
"d0646.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1590,"-rwxrwxr--",4262,"2007-12-13 09:19:15",1589
"d0646.freq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1590,"-rwxrwxr--",4263,"2007-12-13 09:19:16",1589
"d0646.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1590,"-rwxrwxr--",4264,"2007-12-13 09:19:17",1589
"d0620pub.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1591,"-rwxrwxr--",4265,"2007-12-13 09:16:38",1590
"d0620pub.freq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1591,"-rwxrwxr--",4266,"2007-12-13 09:16:38",1590
"d0620pub.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1591,"-rwxrwxr--",4267,"2007-12-13 09:16:41",1590
"d0647.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1592,"-rwxrwxr--",4268,"2007-12-13 09:19:32",1591
"d0647.freq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1592,"-rwxrwxr--",4269,"2007-12-13 09:19:32",1591
"d0647.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1592,"-rwxrwxr--",4270,"2007-12-13 09:19:33",1591
"d0630.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1593,"-rwxrwxr--",4271,"2007-12-13 09:17:04",1592
"d0630.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1593,"-rwxrwxr--",4272,"2007-12-13 09:17:05",1592
"c81hsf.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1594,"-rwxrwxr--",4273,"2007-11-15 10:44:29",1593
"c81hsf.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1594,"-rwxrwxr--",4274,"2007-11-15 10:44:30",1593
"d0627pub.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1595,"-rwxrwxr--",4275,"2007-12-13 09:17:11",1594
"d0627pub.freq.gz",NULL,NULL,NULL,NULL,NULL,"Frequencies","Text",NULL,NULL,NULL,1595,"-rwxrwxr--",4276,"2007-12-13 09:17:11",1594
"d0153.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1597,"-rwxrwxr--",4280,"2008-02-11 15:09:26",1596
"d0153.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1597,"-rwxrwxr--",4281,"2008-02-11 15:09:27",1596
"d0600der.data.gz",NULL,NULL,NULL,"80","Derived variables","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4282,"2007-11-15 10:26:13",1597
"d0600der.freq.gz",NULL,NULL,NULL,NULL,"Derived variables","Frequencies","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4283,"2007-11-15 10:26:13",1597
"d0600der.sas.gz",NULL,NULL,NULL,"80","Derived variables","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4284,"2007-11-15 10:26:18",1597
"d0600der.spss.gz",NULL,NULL,NULL,"80","Derived variables","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4285,"2007-11-15 10:26:18",1597
"d0600epq.data.gz",NULL,NULL,NULL,"80","Employee profile questionnaire","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4286,"2007-11-15 10:26:19",1597
"d0600epq.freq.gz",NULL,NULL,NULL,NULL,"Employee profile questionnaire","Frequencies","Stata",NULL,NULL,NULL,1598,"-rwxrwxr--",4287,"2007-11-15 10:26:23",1597
"d0600epq.sas.gz",NULL,NULL,NULL,NULL,"Employee profile questionnaire","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4288,"2007-11-15 10:26:24",1597
"d0600epq.spss.gz",NULL,NULL,NULL,NULL,"Employee profile questionnaire","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4289,"2007-11-15 10:26:26",1597
"d0600erq.data.gz",NULL,NULL,NULL,"80","Employee relations management questionnaire","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4290,"2007-11-15 10:26:29",1597
"d0600erq.spss.gz",NULL,NULL,NULL,NULL,"Employee relations management questionnaire","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4291,"2007-11-15 10:26:31",1597
"d0600gmq.data.gz",NULL,NULL,NULL,NULL,"General management questionnaire","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4292,"2007-11-15 10:26:32",1597
"d0600gmq.sas.gz",NULL,NULL,NULL,NULL,"General management questionnaire","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4293,"2007-11-15 10:26:33",1597
"d0600gmq.spss.gz",NULL,NULL,NULL,NULL,"General management questionnaire","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4294,"2007-11-15 10:26:33",1597
"d0600out.data.gz",NULL,NULL,NULL,NULL,"Outcome variables","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4295,"2007-11-15 10:26:35",1597
"d0600out.freq.gz",NULL,NULL,NULL,NULL,"Outcome variables","Frequencies","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4296,"2007-11-15 10:26:36",1597
"d0600out.sas.gz",NULL,NULL,NULL,NULL,"Outcome variables","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4297,"2007-11-15 10:26:38",1597
"d0600out.spss.gz",NULL,NULL,NULL,NULL,"Outcome variables","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4298,"2007-11-15 10:26:39",1597
"d0600swq.data.gz",NULL,NULL,NULL,NULL,"Small workplace phone survey questionnaire","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4299,"2007-11-15 10:26:40",1597
"d0600swq.sas.gz",NULL,NULL,NULL,NULL,"Small workplace phone survey questionnaire","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4300,"2007-11-15 10:26:50",1597
"d0600swq.spss.gz",NULL,NULL,NULL,NULL,"Small workplace phone survey questionnaire","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4301,"2007-11-15 10:26:51",1597
"d0600uq1.data.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 1: Union Representative","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4302,"2007-11-15 10:26:53",1597
"d0600uq1.sas.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 1: Union Representative","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4303,"2007-11-15 10:26:54",1597
"d0600uq1.spss.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 1: Union Representative","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4304,"2007-11-15 10:26:54",1597
"d0600uq2.data.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 2: Managers","Data","Text",NULL,NULL,NULL,1598,"-rwxrwxr--",4305,"2007-11-15 10:26:56",1597
"d0600uq2.sas.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 2: Managers","SAS Program","SAS",NULL,NULL,NULL,1598,"-rwxrwxr--",4306,"2007-11-15 10:26:56",1597
"d0600uq2.spss.gz",NULL,NULL,NULL,NULL,"Union Questionnaire 2: Managers","SPSS Program","SPSS",NULL,NULL,NULL,1598,"-rwxrwxr--",4307,"2007-11-15 10:26:57",1597
"d0375nw.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1599,"-rwxrwxr--",4308,"2007-11-15 10:25:06",1598
"d0375nw.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1599,"-rwxrwxr--",4309,"2007-11-15 10:25:08",1598
"d0422.data.gz",NULL,NULL,NULL,NULL,"Self adminstered quesionnaire","Data","Text",NULL,NULL,NULL,1599,"-rwxrwxr--",4310,"2007-11-15 10:25:10",1598
"d0422.freq.gz",NULL,NULL,NULL,NULL,"Self adminstered quesionnaire","Frequencies","Text",NULL,NULL,NULL,1599,"-rwxrwxr--",4311,"2007-11-15 10:25:43",1598
"d0422.spss.gz",NULL,NULL,NULL,NULL,"Self adminstered quesionnaire","SPSS Program","SPSS",NULL,NULL,NULL,1599,"-rwxrwxr--",4312,"2007-11-15 10:25:12",1598
"AppendixA.pdf",NULL,NULL,NULL,NULL,NULL,"Report","Adobe",NULL,NULL,NULL,5065,NULL,8421,"2008-06-25 13:24:05",3157
"datasets",NULL,NULL,NULL,NULL,NULL,"Data","SPSS",NULL,NULL,NULL,5065,NULL,8420,"2008-06-25 13:24:05",3157
"crosstabs",NULL,NULL,NULL,NULL,NULL,"Tables","Adobe/html",NULL,NULL,NULL,5065,NULL,8419,"2008-06-25 13:24:05",3157
"Iraq-Script.doc",NULL,NULL,NULL,NULL,NULL,"Questionnaire","Word",NULL,NULL,NULL,5008,NULL,8418,"2008-06-25 13:24:05",3031
"Iraq-Methodology.doc",NULL,NULL,NULL,NULL,NULL,"Notes","Word",NULL,NULL,NULL,5008,NULL,8417,"2008-06-25 13:24:05",3031
"Iraq-map.SPS",NULL,NULL,NULL,NULL,NULL,"Codebook","SPSS",NULL,NULL,NULL,5008,NULL,8416,"2008-06-25 13:24:05",3031
"iraq.sav",NULL,NULL,NULL,NULL,NULL,"Data","SPSS",NULL,NULL,NULL,5008,NULL,8415,"2008-06-25 13:24:05",3031
"septcps.supp69.gz",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,1644,"-rwxrwxr--",4363,"2004-06-11 14:52:02",1643
"e.seer0893.pubuse.gz",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,1654,"-rwxrwxr--",4373,"2004-06-11 14:52:02",1653
"rsmn9311.dat",589840,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1656,"-rwxrwxr-x",4375,"2007-10-18 10:26:14",1655
"rsmn9406.dat",549836,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1657,"-rwxrwxr-x",4376,"2007-10-18 10:26:03",1656
"NDX.txt",NULL,NULL,NULL,NULL,NULL,"Text",NULL,NULL,NULL,NULL,1658,NULL,4377,"2006-01-11 16:22:08",1657
"fmtlib.sas.gz",NULL,NULL,NULL,NULL,NULL,"SAS Program",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4408,"2004-06-11 14:52:02",1680
"loadip.spss.gz",NULL,NULL,NULL,NULL,"Inpatient file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4409,"2004-06-11 14:52:02",1680
"loadipmf.sas.gz",NULL,NULL,NULL,NULL,"Inpatient file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4410,"2004-06-11 14:52:02",1680
"loadwt.spss.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4411,"2004-06-11 14:52:02",1680
"loadwtmf.sas.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4412,"2004-06-11 14:52:02",1680
"nis88q1.asc.gz",NULL,NULL,NULL,NULL,"Quarter 1 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4413,"2004-06-11 14:52:02",1680
"nis88q2.asc.gz",NULL,NULL,NULL,NULL,"Quarter 2 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4414,"2004-06-11 14:52:02",1680
"nis88q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4415,"2004-06-11 14:52:02",1680
"nis88q4.asc.gz",NULL,NULL,NULL,NULL,"Quarter 4 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4416,"2004-06-11 14:52:02",1680
"nis88s1.asc.gz",NULL,NULL,NULL,NULL,"Subsample 1","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4417,"2004-06-11 14:52:02",1680
"nis88s2.asc.gz",NULL,NULL,NULL,NULL,"Subsample 2","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4418,"2004-06-11 14:52:02",1680
"nis88wt.asc.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4419,"2004-06-11 14:52:02",1680
".",NULL,NULL,NULL,NULL,NULL,"Data","text/excel/images/application/word/spss/access/",NULL,NULL,NULL,2761,NULL,8314,"2008-06-25 13:24:04",2754
"nis89q1.asc.gz",NULL,NULL,NULL,NULL,"Quarter 1 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4421,"2004-06-11 14:52:02",1680
"nis89q2.asc.gz",NULL,NULL,NULL,NULL,"Quarter 2 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4422,"2004-06-11 14:52:02",1680
"nis89q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4423,"2004-06-11 14:52:02",1680
"nis89q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4424,"2004-06-11 14:52:02",1680
"nis89q4.asc.gz",NULL,NULL,NULL,NULL,"Quarter 4 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4425,"2004-06-11 14:52:02",1680
"nis89s1.asc.gz",NULL,NULL,NULL,NULL,"Subsample 1","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4426,"2004-06-11 14:52:02",1680
"nis89s2.asc.gz",NULL,NULL,NULL,NULL,"Subsample 2","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4427,"2004-06-11 14:52:02",1680
"nis89wt.asc.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4428,"2004-06-11 14:52:02",1680
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8270,"2006-06-26 15:24:45",790
"SETUP.TXT",NULL,NULL,NULL,NULL,NULL,"Users Guide","Text",NULL,NULL,NULL,2761,NULL,8313,"2008-06-25 13:24:04",2754
"nis90q1.asc.gz",NULL,NULL,NULL,NULL,"Quarter 1 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4430,"2004-06-11 14:52:02",1680
"nis90q2.asc.gz",NULL,NULL,NULL,NULL,"Quarter 2 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4431,"2004-06-11 14:52:02",1680
"nis90q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4432,"2004-06-11 14:52:02",1680
